,rating,review
670,4,Sabji paneer butter Masala is very very yummy... wonderful service excellent food with good quality.. Nice experience <br/>
671,4,i cant order in future from ur restaurant..😡😡
672,3,there is no spoon and paper plates
673,5,the food quality very bad
674,1,very bad thali 
675,5,Very bad quality
676,5,is hotel me koy order mat kar na hotel Wale hamko bhikhari samjhte he
677,5,Ekadam bekar khana
678,5,first and worst experience
679,1,best service
680,1,West of money <br/>Totally loss food is not fresh
681,1,food is very very cold 
682,1,nice
683,1,nice
684,1,third class
685,5,not packing good and not satisfied 
686,5,don't order a plate with 2 pc because you will only get 1 instead of 2 pc
687,5,बेकार खाना एक दम से
688,5,Roti is plaan and very let dilevari
689,1,thik
690,1,khana bheja h ya mazak kiya h
691,1,paise west poor quality 
692,1,<br/>very bad quality of food in this price 
693,3,food if sogy. cold
694,1,"mix veg subji missing, roti was 3 not 4 it is waste of money."
695,1,Total waste money
696,2,food is not proper and quantity is not as per price. food has not any test and some items described like papad and sweets are not given in delivery order.
697,1,khane me kuch bhi thik nahi hai<br/>khana bhi thanda hai
698,1,service not satisfied
699,1,👌👌👌👌👌👌nice 
700,1,not prepared perfect order<br/>I order extra 2rotti.<br/>but didn't recieved.
701,1,sabji alag bheja he or aachar (pickle) to aaya hi nahi he test everage packing are without beg only dish hand over 
702,1,paking ke sath beg bhai hona chahiye
703,1,isse bakvas thaali hamne aaj tak nahi khaee. dal aur sabji baasi mili.
704,1,found plastic thread in the food<br/>very poor hygiene 
705,1,<br/>packing so bad plz proper packing 
706,1,Very good 
707,1,bad taste 
708,1,not bad
709,5,"but ,Delivery is Very Let..."
710,5,nice taste 
711,1,only rice in it .small 4-5 pices chiken only .no meaning of chiken biryani
712,5,Ab pehle se bahot hi low quantity  aa rahi hai
713,3,good 
714,1,not proper packing of food<br/>gravy material is send in this type of packing
715,3,my everytime service please his man
716,1,No chicken in chicken rice
717,1,Chicken Biryani Quality need improvement...
718,4,instructions me likha tha without gravy uske bad bi gravy bhej diya 
719,3,not good 
720,5,"Zomato delivery is not satisfied, order is ready but Zomato man is not there at time."
721,4,verey nice food
722,1,please provide fresh &amp; hygiene foods
723,1,nice
724,1,good<br/>
725,1,Packing was not at all good <br/>All oil  spread on other items n my meal was spoiled
726,1,little more improvement 
727,1,all order leakage form container
728,5,actually what i ordered and what i got both is different...i ate many times in same dish same restaurant. ruin my evening
729,2,This time food is very bad ni tesh also chicken pics is not good after eat very bad semll In this food . Test also bed so not very happy this service and food quality..😡😡
730,5,quality of food.
731,4,masala papad ka packet 40 rs ka hota hai ...aur aap ek papad 40 ka dete ho
732,1,rude behaviour 
733,5,It was totally different from what I’ve order
734,1,good food
735,5,Waste of money
736,1,Terrible experience there was nail in the roti. The photo is attached next to the bolus
737,1,no onion or chutney send my with order
738,3,very bad packaging 
739,1,Every time food quality is good but this time I think it's very salty.both starters are not estable.
740,1,fine
741,4,dabe me se oli nikla tha or ... maf kr naa 65 acha tha baki sab me problem hi hai chaval me namak nhi tha or roti  aachi trha se paki nhi thi aaj peli bar muje order me mza nhi aaya☹️ khana let aaya or ye sab thik nhi lga 
742,3,mast
743,2,make it more spicy 🔥
744,1,good 
745,1,Covenity problem also test 
746,5,the delivery boy forget the place I marked and goes wrong way but biryani taste and his before time come on that area that I like what ever  he get wrong turn but taste is awesome
747,5,good service
748,1,not good
749,1,nice chicken biryani recipe so happy 😊
750,5,very nice
751,4,Taste is not good and instead of tikka biryani normal biryani had come
752,2,mast 
753,5,bakwash biryani thi yaha se kabhi mat mangana 
754,1,i got found stone inside the package very bed experience 
755,5,wong recommend
756,1,nice
757,1,on time 
758,1,biryani me bal nikal rahe h bahut h ghatiya saf safai bilkun nahi h 😔
759,2,all taste same
760,1,very very nice
761,1,super test
762,1,nice 
763,5,Ok Ok
764,5,nice 
765,3,Tasty Biryani 😋
766,1,nice 
767,4,30 mint after needs to biryani 😏
768,5,bad food
769,5,good
770,4,good
771,5,"Filled with plain rice,"
772,4,not a good test 
773,1,Best of luck 
774,5,Great
775,1,delivery service is very fast and delivery boy is good in behaviour....
776,5,"it is not a biriyani, pathetic taste"
777,5,That’s cheating I’m ordering chicken biryani hi was send me paneer biryani
778,5,good behaviour 
779,1,very good behave and timely reach at location....
780,3,exalnt
781,5,best biryani ever go for it taste is soo good enjoy
782,1,good
783,4,Did not receive the peri peri fries with frankie even after paying for both of them
784,5,It’s good but not same taste compared to last ordered
785,5,make it a little soft
786,5,"it was not what I order it was something different Frankie's needs improvement 🫥🫥never order from Zomato other delivery apps are better <br/>sorry , Regards "
787,5,i order 3 Diffrent test Frankie total order 4 <br/>restaurant send all food in same packing without any TAG all mixed up and and not found without. Having test also used plastick silver chief paper used 
788,5,worst food ever
789,2,it's not same which I ordered its full of test less poteto and too much mayonnaise insted of cheess
790,5,"I order this often, but this time it did not taste the usual. "
791,5,I ordered 2 frankies but none was labelled.. hassel to identify which one was which otherwise food was good.
792,1,Never going to order from here as this the order I got was not that i ordered 
793,1,jain kese pata chalengea
794,1,I ordered 2 franky but  I only get one
795,1,it's stale food taste is very bad 
796,1,very bad
797,2,hope no paneer &amp; cheese extra add😒😒😒
798,3,amazing 👏 ...<br/>
799,1,"we needs delivery man like him, "
800,1,perfect 
801,4,amazing 
802,1,the packaging has to be appropriate. 
803,1,no more cheese nd no test 
804,1,"yes, we wait for long to get good tasty good for our hunger but this is not what we deserve after paying good amount...."
805,4,Tha packeging was nt proper the frankie was nt properly packed and cnt be easily eat all the stuff was coming out
806,3,no taste
807,3,pahle jaisa taste nahi tha and crspy nahi tha<br/>packing not good
808,1,Awesome. Will repeat again in future
809,1,empty frankie no materials inside
810,1,very bad 
811,1,"highly unsetisfectry uncooked and unbeatable food,never going to try again "
812,5,Bad food .
813,4,The Frankie was not tasty. The vegetables used did not seemed fresh.
814,2,i have told the instructions then also not follow 
815,1,testy ynmm
816,3,vry bad
817,5,Very bad. It was not special it was jst chinese franky. Ntng special.
818,1,Bakwas test
819,1,Worst food test lesss wala paisa Waisted he bhi koi magana matt Yaha se ghatiya hain khud test kr ke bol rha hun bohot hi jyada worsted test hain
820,1,Manchurian cheeze ki jagah paneer cheeze frankie deliver aai he<br/>Bahot bekar thi Frankie
821,1,thank you faster dilevary
822,4,pls don't delay in delivery 👍
823,1,Take this back
824,2,nice
825,1,"I've always enjoyed this combo. Being a foodie, this combo never disappoints me. It costs around 183 rupees(including delivery taxes) and doesn't disappoint at all. The quantity and taste is such a delight. "
826,5,Very Bad Test. No value of money. <br/>Only two peace in chicken laziz handi.
827,1,good 
828,1,Nice Service
829,1,very poor quantity 
830,1,masala Kam tha
831,1,hopeless taste never order again. 
832,5,roti main se dhaga(thread nikala). dhyan se<br/><br/>aaj ki roti bhi barabar nahj thi..aisa laga dusri kahi jagah se bana ke bheji hau total disappointment 
833,3,Delivery was soo late.! It have taken almost 50min for delivery
834,1,"I placed the order for butter roti and i got chappathi, not fair"
835,3,The item i recieved was not Laziz Handi ...i don't know what it was but was of very poor quality...first time I had this bad experience....
836,2,😡😡
837,1,happy 
838,2,want refund
839,1,authentic chicken biryani taste you have in this Hyderabadi chicken dum biryani recipe Delhi Dastarkhwan.. i always order Biryani only from you because of that original aroma and taste.. i really appreciated 👍🏻
840,4,hopeless
841,1,worst graby ever
842,1,worst taste ever
843,5,very delicious but too spicy 
844,1,worst restaurant i have ever seen i received cockroach in biryani 🤮🤮🤮🤮🤮
845,5,very nice 👍
846,1,na Biryani wala color hai na Biryani wali khushbu sale ne chawal ubaalkar bhej diya aur band karte hotel
847,1,Very Bad 
848,5,very bed 
849,1,Its not taste like fried rice
850,1,briyani me masala kam tha
851,5,To late delivery
852,1,it can not be called biryani...it was just rice (. tasteless) and 2 chicken pieces (blend) ...<br/>pathetic taste and worst biryani I ever had 
853,5,WORST ROTI
854,5,yummy 
855,1,The food wasn't worth more than 200 rupees 
856,1,tasty is awesome 
857,1,specially requested for green chutney but not  received . it's every time happening 
858,5,food was not as per taste. it wasn't tasty. chap was not cooked properly 
859,1,It was my bad expernce
860,1,nice
861,5,Worst people at restaurants
862,5,Only oil floating even no onion given
863,5,taste was good but portion was less
864,1,authentic test 
865,5,bekr khana
866,1,the quality was not as good as before.
867,1,quantity is low
868,5,uncooked and salty food
869,1,Increase portion of sabji.
870,1,bad preparing
871,5,very rough behavior of restaurant staff on phone 
872,5,good 
873,5,Items were missing And Refund amount was not equal To order
874,3,👎
875,3,No garlic in cheese garlic nan
876,2,pl.refund my Dal Fry rupees
877,1,surb teste 
878,3,Quantity is also not appropriate to serve 1 person and rirce dal bhth are verymuch undercooked
879,5,supplied two mix veg Paratha 
880,2,good 
881,1,full thali me jira rice Dal fry to Tahi nahi
882,1,Great food😊
883,3,best dal makhani 
884,5,nice job and behaviour 
885,5,"I have ordered paneer cheese paratha and there is no cheese added, completely disappointed very bad management and horrible experience"
886,5,delivery boy was good
887,1,taste is good but portion is too less.
888,5,munchuriyan is very cold and roti is very cold not happy 
889,5,paratha is not well coked
890,1,not proper food  packing delievery <br/>plz seen proper food packaging any order
891,1,test is superb but salad is not received need salad
892,4,Super
893,2,have order 2 dhosa...only received 1 dhosa...poor service
894,2,Food is not pack properly
895,5,"No Salad, Maisoor quantity is too less"
896,3,low quantity 
897,1,1 item sada dhosa want delivered or quantity was less
898,3,Good job
899,1,Good job
900,1,thik hai
901,4,excellent
902,2,your app pic and practical product very wrong your Parsaul not ok
903,2,taste is good but sells the items way more costly than offline 
904,5,fast delivery boy 🚝 bullet boy 
905,5,good cooking real food and very good restaurant in very very very good 
906,5,very bad service
907,2,Pls Don't Order Any Food Malhar Dhosa Totally Waste Of Money And Time
908,4,delivery boy not us zometo t shirt ❌
909,5,awesome 👍👍
910,1,Good
911,4,very bed service next time no any order on malhar 
912,3,good service
913,3,half quantity of extra paper delivered......... never order..............................................
914,5,Paper is not good 
915,3,4*
916,1,Product quantity is less with compare to price and mentioned instructions was not followed.
